COMMAND_ID,EXTERNAL_RESULTCODE,EXTERNAL_RESULTDESC,INTERNAL_RESULTCODE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  <endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20874"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20875"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20876"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20877"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20878"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20879"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20880"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20881"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20882"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20883"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20884"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20885"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20886"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20887"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20888"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20889"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20890"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20891"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20892"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20893"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20894"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20895"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20896"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20897"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20898"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20899"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20900"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20901"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20902"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20903"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20904"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20905"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20906"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20907"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20908"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20909"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20910"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20911"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20912"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20913"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20914"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20915"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20916"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20917"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20918"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20919"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20920"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20921"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20922"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20923"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20924"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20925"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20926"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20927"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20928"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20929"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20930"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20931"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20932"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20933"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20934"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20935"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20936"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20937"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20938"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20939"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20940"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20941"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20942"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20943"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20944"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20945"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20946"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20947"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20948"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20949"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20950"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20951"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20952"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20953"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20954"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20955"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20956"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20957"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20958"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20959"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20960"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20961"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20962"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20963"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20964"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20965"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20966"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20967"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20968"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20969"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20970"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20971"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20972"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20973"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20974"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20975"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20976"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20977"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20978"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20979"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20980"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20981"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20982"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20983"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20984"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20985"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20986"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20987"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20988"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20989"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20990"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20991"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20992"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20993"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20994"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20995"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20996"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20997"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20998"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS20999"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21000"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21001"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21002"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21003"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21004"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21005"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21006"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21007"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21008"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21009"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21010"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21011"<endrec>
"*","2005","Failed to authenticate the transaction by limit rule .","TS21012"<endrec>
