DIRECTION,FACTOR_CODE,FACTOR_VALUE,FACTOR_VALUE_SEQ,LOAD_DATA_TS,REASON_UNIQUE_ID,SERVICE_ROLE_TYPE,STATEMENT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"D","10001","10011","","","30048247","3","Business Transfer from MMF Account to Utility Account via WEB by {Initiator}"<endrec>
"D","10001","10015","","","30048248","3","Funds Transfer from Utility Account to Working Account"<endrec>
"D","10001","10020","","","30055271","3","Reverse Liable Commission - Unregistered Upgrade"<endrec>
"D","10001","10015","","","30055278","3","Payment to {CreditParty}"<endrec>
"D","10001","10015","","","30055279","3","Business Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10015","","","30061350","3","Salary Payment to {CreditParty} via API"<endrec>
"D","10001","10015","","","30071469","3","Salary Payment Withdrawal Charge Paid to {CreditParty}"<endrec>
"D","10001","10015","","","30071470","3","Promotion Payment to {CreditParty}"<endrec>
"D","10001","10013","","","30071471","3","Organization Transfer from Float Account to MMF Account via Web by {Initiator}"<endrec>
"D","10001","10015","","","30071472","3","Salary Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30071473","3","Organization Transfer from MMF Account to Float Account via Web by {Initiator}"<endrec>
"D","10001","10015","","","30071479","3","Salary Payment to {CreditParty} via API"<endrec>
"D","10001","10015","","","30071481","3","Business Payment to {CreditParty} via API"<endrec>
"D","10001","10015","","","30071482","3","Salary Payment to {CreditParty} via API"<endrec>
"D","10001","10015","","","30071494","3","BICS IMT Request Validate"<endrec>
"D","10001","10015","","","30071532","3","Divident Payment to {CreditParty}"<endrec>
"D","10001","10013","","","30075468","3","Business Deposit of Funds within Hierarchy via Web by {Initiator}"<endrec>
"D","10001","10011","","","30084564","1",""<endrec>
"D","10001","10013","","","30086586","3","Transfer from Float A/C to Working A/C"<endrec>
"D","10001","10011","","","30086591","2","Give Cash at Agent Till"<endrec>
"D","10001","10011","","","30086597","3","Business Withdrawal of Funds within Hierarchy at {CreditParty}"<endrec>
"D","10001","10011","","","30086604","1",""<endrec>
"D","10001","10011","","","30089621","3","MMF Organisation Payment to MMF Customer by {Initiator}"<endrec>
"D","10001","10015","","","30089638","3","Salary Payment to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30092662","3","Transfer from Business Customer Working Account to M-PESA Holding Account by {Initiator}"<endrec>
"D","10001","10011","","","30092671","3","MMF Organization Payment to Business Customer by {Initiator}"<endrec>
"D","10001","10019","","","30093621","3","Commission Clawback"<endrec>
"D","10001","10011","","","30096634","1",""<endrec>
"D","10001","10015","","","30097662","3","BICS International Transfer To {CreditParty}"<endrec>
"D","10001","10011","","","30101758","3","Organization Withdrawal of Funds by {Initiator}"<endrec>
"D","10001","10011","","","30101768","3","Merchant MMF Account Transfer within Hierarchy by {Initiator}"<endrec>
"D","10001","10011","","","30102769","3","Merchant MMF Account Transfer to {CreditParty}"<endrec>
"D","10001","10011","","","30105838","3","Revenue Payment to {CreditParty}"<endrec>
"D","10001","10011","","","30106832","1",""<endrec>
"D","10001","10011","","","30109846","1",""<endrec>
"D","10001","10013","","","30110855","3","Transfer from Float A/C to Working A/C"<endrec>
"D","10001","10011","","","30110856","3","Transfer from Working A/C to Float A/C"<endrec>
"D","10001","10011","","","30110858","3","Funds Transfer from Working Account to Utility Account"<endrec>
"D","10001","10022","","","30110859","2","Merchant Transfer from Merchant Account to Working Account"<endrec>
"D","10001","10011","","","30110894","3","Agency H/O Withdrawal of Funds"<endrec>
"D","10001","10015","","","30116928","3","Business Transfer from Utility Account to MMF Account via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30118045","3","Customer Transfer to {CreditParty}"<endrec>
"D","10001","10013","","","30118046","3","Business Deposit of Funds within Hierarchy to {CreditParty}"<endrec>
"D","10001","10011","","","30118048","3","Transfer from Working A/C to Float A/C"<endrec>
"D","10001","10011","","","30118051","3","Business Withdrawal of Funds at {CreditParty}"<endrec>
"D","10001","10013","","","30118052","3","Business Deposit of Funds to {CreditParty} at Agent Till"<endrec>
"D","10001","10011","","","30118064","3","Customer Withdrawal At Agent Till {CreditParty}"<endrec>
"D","10001","10015","","","30118999","3","Salary Payment to {CreditParty}"<endrec>
"D","10001","10015","","","30119000","3","Salary Payment to {CreditParty}"<endrec>
"D","10001","10136","","","30120091","3","Deposit Account To Organization Settlement Account"<endrec>
"D","10001","10139","","","30120092","3","Loan Reapayment Account To Organization Settlement Account"<endrec>
"D","10001","10017","","","30120093","3","Financial Services Account To Organization Settlement Account"<endrec>
"D","10001","10089","","","30120094","3","Organization Settlement Account to Charges Paid Account"<endrec>
"D","10001","10089","","","30120095","3","Organization Settlement Account To Wtihdrawal Acoount"<endrec>
"D","10001","10089","","","30120096","3","Organization Settlement Account To Loan Disbursment Account"<endrec>
"D","10001","10015","","","30120097","3","Utility Account to Organization Settlement Account"<endrec>
"D","10001","10022","","","30120098","3","Merchant Account to Organization Settlement Account"<endrec>
"D","10001","10089","","","30120099","3","Organization Settlement Account to Organization MMF Account"<endrec>
"D","10001","10011","","","30120100","3","Organization MMF Account to Organization Settlement Account"<endrec>
"D","10001","10014","","","30120101","3","M-PESA Commission Received Account to Settlement Account"<endrec>
"D","10001","10011","","","30120102","3","MMF Account For Service Provider to Settlement Account"<endrec>
"D","10001","10089","","","30120103","3","Settlement Account to M-PESA Commission Paid Account"<endrec>
"D","10001","10089","","","30120104","3","Settlement Account to MMF Account For Service Provider"<endrec>
"D","10001","10033","","","30120472","3","MMF Organisation Paying V.A.T. to Receiver"<endrec>
"D","10001","10015","","","30121047","3","Transfer from Bank to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30121466","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10001","10011","","","30123466","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10001","10011","","","30126077","2","Merchant Transfer from Working Account to Merchant Account via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30126078","2","Merchant Transfer from Working Account to Merchant Account"<endrec>
"D","10001","10152","","","30127084","3","Data Bundle Purchase Account to Organization Settlement Account"<endrec>
"D","10001","10027","","","30129087","3","Airtime Purchase Account to Organization Settlement Account"<endrec>
"D","10001","10136","","","30129094","3","Transfer from Deposit Account to MMF Account"<endrec>
"D","10001","10137","","","30129095","3","Transfer from Final Payout Account to MMF Account"<endrec>
"D","10001","10138","","","30129096","3","Transfer from Loan Disbursement Account to MMF Account"<endrec>
"D","10001","10139","","","30129097","3","Transfer from Loan Repayment Account to MMF Account"<endrec>
"D","10001","10011","","","30129098","3","Transfer from MMF Account to Deposit Account"<endrec>
"D","10001","10011","","","30129099","3","Transfer from MMF Account to Final Payout Account"<endrec>
"D","10001","10011","","","30129100","3","Transfer from MMF Account to Loan Disbursement Account"<endrec>
"D","10001","10011","","","30129101","3","Transfer from MMF Account to Loan Repayment Account"<endrec>
"D","10001","10011","","","30129102","3","Transfer from MMF Account to Withdrawal Account"<endrec>
"D","10001","10011","","","30129103","3","Transfer from MMF Account to Zero Value Account"<endrec>
"D","10001","10140","","","30129104","3","Transfer from Withdrawal Account to MMF Account"<endrec>
"D","10001","10141","","","30129105","3","Transfer from Zero Value Account to MMF Account"<endrec>
"D","10001","10011","","","30135100","1",""<endrec>
"D","10001","10137","","","30136080","3","M-Shwari Final Payout To {CreditParty}"<endrec>
"D","10001","10011","","","30136095","2","Withdrawal at {CreditParty}ATM"<endrec>
"D","10001","10029","","","30136096","3","Transfer from Archived Funds to {CreditParty} by {Initiator}"<endrec>
"D","10001","10011","","","30136119","1",""<endrec>
"D","10001","10011","","","30136132","1",""<endrec>
"D","10001","10011","","","30136134","1",""<endrec>
"D","10001","10137","","","30138078","3","M-Shwari Final Payout To {CreditParty}"<endrec>
"D","10001","10011","","","30141086","1",""<endrec>
"D","10001","10017","","","30143122","2","M-Kesho Loan Disburse To {CreditParty}"<endrec>
"D","10001","10138","","","30143123","2","M-Shwari Loan Disburse To {CreditParty}"<endrec>
"D","10001","10011","","","30149135","3","Savings Client Online Insurance Request To {CreditParty}"<endrec>
"D","10001","10015","","","30149169","3","WU International Transfer To {CreditParty}"<endrec>
"D","10001","10011","","","30149180","3","Reversal of deposit of funds to {CreditParty}"<endrec>
"D","10001","10138","","","30150136","2","M-Shwari Loan Request By {CreditParty}"<endrec>
"D","10001","10152","","","30150148","3","MNO Organization Transfer from Data Bundle Purchase Account to MMF Account by {Initiator}"<endrec>
"D","10001","10027","","","30150152","3","MNO Organization Transfer from Airtime Purchase Account to MMF Account by {Initiator}"<endrec>
"D","10001","10011","","","30150153","3","MNO Organization Transfer from MMF Account to Airtime Purchase Account by {Initiator}"<endrec>
"D","10001","10011","","","30150181","3","MNO Organization Transfer from MMF Account to Data Bundle Purchase Account by {Initiator}"<endrec>
"D","10001","10017","","","30153119","2","M-Kesho Final Payout To {CreditParty}"<endrec>
"D","10001","10011","","","30153122","3","Transfer of funds to unregistered user {CreditParty}"<endrec>
"D","10001","10011","","","30153123","3","Send Money to Unregistered User via Web by {Initiator}"<endrec>
"D","10001","10017","","","30153164","2","M-Kesho Loan Request By {CreditParty}"<endrec>
"D","10001","10019","","","30155191","3","Commission Clawback"<endrec>
"D","10001","10013","","","30157231","3","Agency Float Advance via API to {CreditParty}"<endrec>
"D","10001","10011","","","30157260","3","Business Buy Goods at {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10001","","","30157265","3","MMF Organisation Deposit of Funds"<endrec>
"D","10001","10011","","","30157266","3","Reversal of MMF Organisation Deposit"<endrec>
"D","10001","10032","","","30157269","3","MMF Organisation Bank Charges"<endrec>
"D","10001","10034","","","30157271","3","MMF Organisation Donation of Interest Received"<endrec>
"D","10001","10034","","","30157272","3","Tax Deducted on Interest Received"<endrec>
"D","10001","10001","","","30157274","3","MMF Organization Interest Received"<endrec>
"D","10001","10011","","","30158209","3","Merchant Payment to {CreditParty}"<endrec>
"D","10001","10013","","","30159212","3","Deposit of Funds to {CreditParty} by {Initiator}"<endrec>
"D","10001","10022","","","30159262","3","Merchant To Merchant Transfer via API to {CreditParty}"<endrec>
"D","10001","10022","","","30159263","3","Merchant To Merchant Transfer via WEB to {CreditParty} by {Initiator}"<endrec>
"D","10001","10011","","","30159264","3","Business To Business Transfer via API to {CreditParty}"<endrec>
"D","10001","10011","","","30159265","3","Business To Business Transfer via WEB to {CreditParty} by {Initiator}"<endrec>
"D","10001","10015","","","30159268","3","Disbursment of Funds to {CreditParty} via API"<endrec>
"D","10001","10015","","","30159269","3","Disbursment of Funds to {CreditParty} via API"<endrec>
"D","10001","10015","","","30159270","3","Disbursement of Funds to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10015","","","30159271","3","Disbursement of Funds to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10011","","","30159289","3","Merchant Payment Online to {CreditParty}"<endrec>
"D","10001","10001","","","30174045","3","Reversal of Bank Charges"<endrec>
"D","10001","10011","","","30175422","3","Airtime Purchase"<endrec>
"D","10001","10011","","","30175423","3","Airtime Purchase"<endrec>
"D","10001","10011","","","30175424","3","Buy Bundles"<endrec>
"D","10001","10011","","","30175425","3","M-Shwari Deposit"<endrec>
"D","10001","10011","","","30175426","3","M-Kesho Deposit"<endrec>
"D","10001","10017","","","30175427","2","Savings Client Online Withdrawal Request To {CreditParty}"<endrec>
"D","10001","10011","","","30175429","3","Business Pay Bill to {CreditParty} via API"<endrec>
"D","10001","10011","","","30175430","3","Pay Bill to {CreditParty} Acc. {BillReferenceNo}"<endrec>
"D","10001","10140","","","30175431","2","M-Shwari Withdraw To {CreditParty}"<endrec>
"D","10001","10011","","","30175432","3","Pay Bill Online to {CreditParty} Acc. {BillReferenceNo}"<endrec>
"D","10001","10011","","","30175433","3","Pay Bill to {CreditParty} Acc. {BillReferenceNo} via Web by {Initiator}"<endrec>
"D","10001","10011","","","30175435","3","Business Pay Bill to {CreditParty} via WEB by {Initiator}"<endrec>
"D","10001","10024","","","30176403","3","Aggregator Payment of Commission to Store {CreditParty} Working Account"<endrec>
"D","10001","10019","","","30176404","2","Transfer of Commission to MMF Account"<endrec>
"D","10001","10011","","","937124879","3","Business Buy Goods at {CreditParty} via API REF {Remark}"<endrec>
"D","10001","10013","","","937125880","3","Deposit at Agent Store via Web by {Initiator}"<endrec>
"D","10001","10013","","","937127872","3","Redistribution of Float to {CreditParty} by {Initiator}"<endrec>
"D","10001","10013","","","937127873","3","Redistribution of Float to {CreditParty} via Web by {Initiator}"<endrec>
"D","10001","10013","","","937127874","3","Redistribution of Float to {CreditParty} via API"<endrec>
"D","10001","10013","","","937127875","3","Redistribution of Float to {CreditParty} via Web by {Initiator}"<endrec>
"D","10001","10011","","","937127912","3","G1 Reverse B2C to {CreditParty}"<endrec>
"D","10001","10011","","","937127913","3","G1 Reverse Business Deposit to {CreditParty}"<endrec>
"D","10001","10013","","","937127914","3","G1 Reverse Business Withdraw to {CreditParty}"<endrec>
"D","10001","10011","","","937127915","3","G1 Reverse Customer Deposit to {CreditParty}"<endrec>
