APPLIED_SCENARIO,CATEGORY,ERROR_CODE,ERROR_DESCRIPTION,ERROR_DESCRIPTION_I18N_ID,LOAD_DATA_TS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"2941","PG","PG10165","The configured receiving mode does not meet the requirements.","",""<endrec>
"2","PG","PG10166","The refund batch number is duplicate.","",""<endrec>
"2","PG","PG10167","Failed to create a refund transaction. Refund detailed records fail to be checked.","",""<endrec>
"2","PG","PG10168","The refund transaction ID does not exist.","",""<endrec>
"2","PG","PG10169","The interval between the transaction payment time and the refund time is greater than 180 days.","",""<endrec>
"2","PG","PG10170","The refund amount in the refund request is greater than that in the original transaction record.","",""<endrec>
"2","PG","PG10171","Failed to check the refund detailed records.","",""<endrec>
"2","PG","PG10172","The refund detailed record format is incorrect.","",""<endrec>
"2","PG","PG10173","Failed to check the number of refund detailed records. The entered number of refund detailed records is different from the actual number of refund detailed records.","",""<endrec>
"2","PG","PG10174","The refund details are empty.","",""<endrec>
"2","PG","PG10175","The refund account does not exist.","",""<endrec>
"2","PG","PG10176","The refund time in the request is later than the current time.","",""<endrec>
"2","PG","PG10177","Refund timed out. The response time exceeds 30 seconds.","",""<endrec>
"2","PG","PG10178","The status of the refund transaction cannot be 2, 4, or 5.","",""<endrec>
"2","PG","PG10179","The merchant ID is not in active state when the merchant billing mode is used.","",""<endrec>
"2","PG","PG10180","The seller ID is not in active state when the seller billing mode is used.","",""<endrec>
"2","PG","PG10181","The refund account specified in the refund details must be the same as the original payment account.","",""<endrec>
"2","PG","PG10182","The seller entered in the seller accounting mode does not belong to the merchant of the current transaction.","",""<endrec>
"2","PG","PG10183","Failed to verify the receiving mode.","",""<endrec>
"2","SWA","PORTAL90001","Session timed out.","",""<endrec>
"2","SWA","PORTAL90002","The system is busy or the network connection is terminated.","",""<endrec>
"2","SWA","PORTAL90003","No certificate is found.","",""<endrec>
"2","SWA","PORTAL90004","The certificate has expired.","",""<endrec>
"2","SWA","PORTAL90005","The certificate file is corrupted or in an incorrect format.","",""<endrec>
"2","SWA","PORTAL90006","The key file is corrupted or in an incorrect format.","",""<endrec>
"2","SWA","PORTAL90007","The file is corrupted or in an incorrect format.","",""<endrec>
"2","SWA","PORTAL90008","The current user has no permission to perform this operation.","",""<endrec>
"2","SWA","PORTAL90009","An operator cannot modify information about the self, and a common SP operator cannot modify information about an SP system administrator.","",""<endrec>
"2","SWA","PORTAL90010","The GL mapping does not exist.","",""<endrec>
"2","SWA","PORTAL90011","The tasks to be processed in bulk are not of the same type.","",""<endrec>
"2","SWA","PORTAL90012","Failed to view information about the customer or the organization operator info failed.","",""<endrec>
"2","SWA","PORTAL90013","The item value or item name already exists.","",""<endrec>
"2","SWA","PORTAL90014","The CNIC has been registered in trustlevel L0/L1.","",""<endrec>
"2","SWA","PORTAL90015","No data permission is assigned to the user for the reason type used by the transaction.","",""<endrec>
"2","SWA","PORTAL90016","Template content of language {0} is invalid.","",""<endrec>
"2","SWA","PORTAL90017","Script content is invalid. Please check content.","",""<endrec>
"2","SWA","PORTAL90018","Cannot delete first state named {0}.","",""<endrec>
"2","SWA","PORTAL90019","Template or script content is invalid, please check it.","",""<endrec>
"2","SWA","PORTAL90020","The parameter name is not unique.","",""<endrec>
"2","SWA","PORTAL90021","A selected task initiator is incorrect.","",""<endrec>
"2","SWA","PORTAL90022","The following task types do not support bulk processing: Transaction and Action, Manual Task.","",""<endrec>
"2","SWA","PORTAL90023","Only approval tasks can be processed in bulk.","",""<endrec>
"2","SWA","PORTAL90024","The time format cannot be parsed.","",""<endrec>
"2","SWA","PORTAL90025","The key is in an incorrect format.","",""<endrec>
"2","SWA","PORTAL90026","Currency code {0} is in use.","",""<endrec>
"2","SWA","PORTAL90027","The {0} record already exists.","",""<endrec>
"2","SWA","PORTAL90028","There can be only one released version which takes effect in the future.","",""<endrec>
"2","SWA","PORTAL90029","The version effective time must be later than the release time.","",""<endrec>
"2","SWA","PORTAL90030","Current entity already exists.","",""<endrec>
"2","SWA","PORTAL90031","Data of the current {0} is already referenced.","",""<endrec>
"2","SWA","PORTAL90032","The line entry already has 499 pairs of GL mapping. No more GL mapping can be added.","",""<endrec>
"2","SWA","PORTAL90033","A GL account is used for the debit and credit parties in one pair of GL mapping rules.","",""<endrec>
"2","SWA","PORTAL90034","The GL mapping rules for the debit and credit parties in the same line entry are the same.","",""<endrec>
"2","SWA","PORTAL90035","The current action role exists.","",""<endrec>
"2","SWA","PORTAL90036","The variable is referenced and therefore cannot be deleted.","",""<endrec>
"2","SWA","PORTAL90037","Operation failed. No permission for current operator to do this operation.","",""<endrec>
"2","SWA","PORTAL90038","Authentication failed because the failure rule is not unique.","",""<endrec>
"2","SWA","PORTAL90039","The {0} system parameter cannot be obtained.","",""<endrec>
"2","SWA","PORTAL90040","The transaction initiator does not exist.","",""<endrec>
"2","SWA","PORTAL90041","The identity type does not exist or is invalid.","",""<endrec>
"2","SWA","PORTAL90042","No record is found based on the amount freezing serial number.","",""<endrec>
"2","SWA","PORTAL90043","The balance in the {1} account {2} of {0} is insufficient for the transaction.","",""<endrec>
"2","BCS","PORTAL90044","Failed to obtain the default currency.","",""<endrec>
"2","SWA","PORTAL90045","Failed to obtain the default currency.","",""<endrec>
"2","SWA","PORTAL90046","Failed to find a currency that matches the currency code.","",""<endrec>
"2","SWA","PORTAL90047","Failed to query the revenue settlement account.","",""<endrec>
"2","SWA","PORTAL90048","The system is busy.","",""<endrec>
"2","SWA","PORTAL90049","Failed to obtain the {0} system parameter.","",""<endrec>
"2","SWA","PORTAL90050","Refund is not supported because the account balance of the identity is 0.","",""<endrec>
"2","SWA","PORTAL90051","The refund request is not supported.","",""<endrec>
"2","SWA","PORTAL90052","The refund request is not supported.","",""<endrec>
"2","SWA","PORTAL90053","The identity has no dormant record in the system, or money has been refunded to the identity.","",""<endrec>
"2","SWA","PORTAL90054","The refund application is being processed. Do not submit the refund application again.","",""<endrec>
"2","SWA","PORTAL90055","The refund application is rejected.","",""<endrec>
"2","SWA","PORTAL90056","Refund is not supported.","",""<endrec>
"2","SWA","PORTAL90057","Account clearing is not allowed.","",""<endrec>
"2","SWA","PORTAL90058","No reconciliation detail is obtained.","",""<endrec>
"2","SWA","PORTAL90059","The parameter is invalid.","",""<endrec>
"2","BCS","PORTAL90060","Failed to find the default operator.","",""<endrec>
"2","BCS","PORTAL90061","No control account is obtained for the {0} parameter.","",""<endrec>
"2","SWA","PORTAL90062","Failed to match reconciliation records for control account transfer transactions.","",""<endrec>
"2","SWA","PORTAL90063","Failed to match reconciliation records for control account transfer transactions.","",""<endrec>
"2","SWA","PORTAL90064","SFTP connection failed.","",""<endrec>
"2","SWA","PORTAL90065","Failed to access the {0} directory.","",""<endrec>
"2","SWA","PORTAL90066","Failed to obtain information about the bank whose bank ID is {0}.","",""<endrec>
"2","SWA","PORTAL90067","Failed to create the {0} directory.","",""<endrec>
"2","SWA","PORTAL90068","Failed to obtain the {0} EFT exporter.","",""<endrec>
"2","SWA","PORTAL90069","The {0} EFT exporter is not found.","",""<endrec>
"2","SWA","PORTAL90070","Failed to obtain the {0} bill parser.","",""<endrec>
"2","SWA","PORTAL90071","The {0} bill parser is not found.","",""<endrec>
"2","SWA","PORTAL90072","Failed to obtain the {0} SFTP parameter.","",""<endrec>
"2","SWA","PORTAL90073","Failed to obtain the control account of the {0} bank.","",""<endrec>
"2","SWA","PORTAL90074","Failed to obtain the bank card whose ID is {0}.","",""<endrec>
"2","SWA","PORTAL90075","Failed to obtain the bank card associated with the organization whose identity ID is {1}.","",""<endrec>
"2","SWA","PORTAL90076","Failed to find the SP whose SP short code is {0}.","",""<endrec>
"2","SWA","PORTAL90077","The current operation is not supported.","",""<endrec>
"2","SWA","PORTAL90078","The organization that executes revenue settlement does not exist.","",""<endrec>
"2","SWA","PORTAL90079","A system exception has occurred during commission settlement.","",""<endrec>
"2","SWA","PORTAL90080","The account information does not exist or the account is abnormal.","",""<endrec>
"2","SWA","PORTAL90081","The commission settlement task does not exist.","",""<endrec>
"2","SWA","PORTAL90082","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90083","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90084","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90085","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90086","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90087","Failed to query the voucher.","",""<endrec>
"2","SWA","PORTAL90088","Duplicate data records.","",""<endrec>
"2","SWA","PORTAL90089","An input parameter of the method is invalid. {0}","",""<endrec>
"2","SWA","PORTAL90090","An input parameter is invalid.","",""<endrec>
"2","SWA","PORTAL90091","No valid identity type is found.","",""<endrec>
"2","SWA","PORTAL90092","No valid identity type is found.","",""<endrec>
"2","SWA","PORTAL90093","The {0} does not exist.","",""<endrec>
"2","SWA","PORTAL90094","The Identity type field is mandatory.","",""<endrec>
"2","SWA","PORTAL90095","The Identity ID field is empty.","",""<endrec>
"2","SWA","PORTAL90096","You are forcibly offline.","",""<endrec>
"2","SWA","PORTAL90097","Your are currently logged in at another location. Login again to override the other session.","",""<endrec>
